2018-06-11 19:45:10,084 p=11688 u=root |  PLAY [Initialization Checkpoint Start] *******************************************************************************************
2018-06-11 19:45:10,941 p=11688 u=root |  TASK [Add master to oo_nodes_to_config] ******************************************************************************************
2018-06-11 19:45:10,967 p=11688 u=root |  skipping: [localhost] => (item=master1.861b.internal) 
2018-06-11 19:45:10,975 p=11688 u=root |  skipping: [localhost] => (item=master2.861b.internal) 
2018-06-11 19:45:10,983 p=11688 u=root |  skipping: [localhost] => (item=master3.861b.internal) 
2018-06-11 19:45:10,989 p=11688 u=root |  TASK [Evaluate oo_lb_to_config] **************************************************************************************************
2018-06-11 19:45:11,019 p=11688 u=root |  ok: [localhost] => (item=loadbalancer1.861b.internal)
2018-06-11 19:45:11,025 p=11688 u=root |  TASK [Evaluate oo_nfs_to_config] *************************************************************************************************
2018-06-11 19:45:11,055 p=11688 u=root |  ok: [localhost] => (item=support1.861b.internal)
2018-06-11 19:45:11,060 p=11688 u=root |  TASK [Evaluate oo_glusterfs_to_config] *******************************************************************************************
2018-06-11 19:45:11,083 p=11688 u=root |  TASK [Evaluate oo_etcd_to_migrate] ***********************************************************************************************
2018-06-11 19:45:11,113 p=11688 u=root |  ok: [localhost] => (item=master1.861b.internal)
2018-06-11 19:45:11,120 p=11688 u=root |  ok: [localhost] => (item=master2.861b.internal)
2018-06-11 19:45:11,128 p=11688 u=root |  ok: [localhost] => (item=master3.861b.internal)
2018-06-11 19:45:11,137 p=11688 u=root |  PLAY [Ensure that all non-node hosts are accessible] *****************************************************************************
2018-06-11 19:45:11,144 p=11688 u=root |  TASK [Gathering Facts] ***********************************************************************************************************
2018-06-11 19:45:13,378 p=11688 u=root |  ok: [master2.861b.internal]
2018-06-11 19:45:13,429 p=11688 u=root |  ok: [loadbalancer1.861b.internal]
2018-06-11 19:45:13,456 p=11688 u=root |  ok: [master1.861b.internal]
2018-06-11 19:45:13,505 p=11688 u=root |  ok: [support1.861b.internal]
2018-06-11 19:45:13,538 p=11688 u=root |  ok: [master3.861b.internal]
2018-06-11 19:45:13,572 p=11688 u=root |  PLAY [Initialize basic host facts] ***********************************************************************************************
2018-06-11 19:45:13,584 p=11688 u=root |  TASK [Gathering Facts] ***********************************************************************************************************
2018-06-11 19:45:14,204 p=11688 u=root |  ok: [master1.861b.internal]
2018-06-11 19:45:14,238 p=11688 u=root |  ok: [master2.861b.internal]
2018-06-11 19:45:14,280 p=11688 u=root |  ok: [loadbalancer1.861b.internal]
2018-06-11 19:45:14,310 p=11688 u=root |  ok: [master3.861b.internal]
2018-06-11 19:45:14,343 p=11688 u=root |  ok: [support1.861b.internal]
2018-06-11 19:45:15,622 p=11688 u=root |  ok: [node2.861b.internal]
2018-06-11 19:45:15,656 p=11688 u=root |  ok: [infranode2.861b.internal]
2018-06-11 19:45:15,692 p=11688 u=root |  ok: [node1.861b.internal]
2018-06-11 19:45:15,722 p=11688 u=root |  ok: [node3.861b.internal]
2018-06-11 19:45:15,753 p=11688 u=root |  ok: [infranode1.861b.internal]
2018-06-11 19:45:15,786 p=11688 u=root |  TASK [openshift_sanitize_inventory : include_tasks] ******************************************************************************
2018-06-11 19:45:15,989 p=11688 u=root |  included: /usr/share/ansible/openshift-ansible/roles/openshift_sanitize_inventory/tasks/deprecations.yml for master1.861b.internal, master2.861b.internal, master3.861b.internal, infranode1.861b.internal, infranode2.861b.internal, node1.861b.internal, node2.861b.internal, node3.861b.internal, loadbalancer1.861b.internal, support1.861b.internal
2018-06-11 19:45:16,032 p=11688 u=root |  TASK [openshift_sanitize_inventory : Check for usage of deprecated variables] ****************************************************
2018-06-11 19:45:16,170 p=11688 u=root |  ok: [master1.861b.internal]
2018-06-11 19:45:16,171 p=11688 u=root |  ok: [master2.861b.internal]
2018-06-11 19:45:16,171 p=11688 u=root |  ok: [master3.861b.internal]
2018-06-11 19:45:16,171 p=11688 u=root |  ok: [infranode2.861b.internal]
2018-06-11 19:45:16,182 p=11688 u=root |  ok: [infranode1.861b.internal]
2018-06-11 19:45:16,209 p=11688 u=root |  ok: [node1.861b.internal]
2018-06-11 19:45:16,215 p=11688 u=root |  ok: [node2.861b.internal]
2018-06-11 19:45:16,215 p=11688 u=root |  ok: [loadbalancer1.861b.internal]
2018-06-11 19:45:16,216 p=11688 u=root |  ok: [node3.861b.internal]
2018-06-11 19:45:16,241 p=11688 u=root |  ok: [support1.861b.internal]
2018-06-11 19:45:16,252 p=11688 u=root |  TASK [openshift_sanitize_inventory : debug] **************************************************************************************
2018-06-11 19:45:16,282 p=11688 u=root |  skipping: [master1.861b.internal]
2018-06-11 19:45:16,294 p=11688 u=root |  skipping: [master2.861b.internal]
2018-06-11 19:45:16,307 p=11688 u=root |  skipping: [master3.861b.internal]
2018-06-11 19:45:16,320 p=11688 u=root |  skipping: [infranode1.861b.internal]
2018-06-11 19:45:16,333 p=11688 u=root |  skipping: [infranode2.861b.internal]
2018-06-11 19:45:16,346 p=11688 u=root |  skipping: [node1.861b.internal]
2018-06-11 19:45:16,359 p=11688 u=root |  skipping: [node2.861b.internal]
2018-06-11 19:45:16,372 p=11688 u=root |  skipping: [node3.861b.internal]
2018-06-11 19:45:16,373 p=11688 u=root |  skipping: [loadbalancer1.861b.internal]
2018-06-11 19:45:16,384 p=11688 u=root |  skipping: [support1.861b.internal]
2018-06-11 19:45:16,394 p=11688 u=root |  TASK [openshift_sanitize_inventory : set_stats] **********************************************************************************
2018-06-11 19:45:16,423 p=11688 u=root |  skipping: [master1.861b.internal]
2018-06-11 19:45:16,436 p=11688 u=root |  skipping: [master2.861b.internal]
2018-06-11 19:45:16,449 p=11688 u=root |  skipping: [master3.861b.internal]
2018-06-11 19:45:16,462 p=11688 u=root |  skipping: [infranode1.861b.internal]
2018-06-11 19:45:16,475 p=11688 u=root |  skipping: [infranode2.861b.internal]
2018-06-11 19:45:16,489 p=11688 u=root |  skipping: [node1.861b.internal]
2018-06-11 19:45:16,502 p=11688 u=root |  skipping: [node2.861b.internal]
2018-06-11 19:45:16,514 p=11688 u=root |  skipping: [node3.861b.internal]
2018-06-11 19:45:16,516 p=11688 u=root |  skipping: [loadbalancer1.861b.internal]
2018-06-11 19:45:16,527 p=11688 u=root |  skipping: [support1.861b.internal]
2018-06-11 19:45:16,537 p=11688 u=root |  TASK [openshift_sanitize_inventory : Assign deprecated variables to correct counterparts] ****************************************
2018-06-11 19:45:16,823 p=11688 u=root |  included: /usr/share/ansible/openshift-ansible/roles/openshift_sanitize_inventory/tasks/__deprecations_logging.yml for master1.861b.internal, master2.861b.internal, master3.861b.internal, infranode1.861b.internal, infranode2.861b.internal, node1.861b.internal, node2.861b.internal, node3.861b.internal, loadbalancer1.861b.internal, support1.861b.internal
2018-06-11 19:45:16,828 p=11688 u=root |  included: /usr/share/ansible/openshift-ansible/roles/openshift_sanitize_inventory/tasks/__deprecations_metrics.yml for master1.861b.internal, master2.861b.internal, master3.861b.internal, infranode1.861b.internal, infranode2.861b.internal, node1.861b.internal, node2.861b.internal, node3.861b.internal, loadbalancer1.861b.internal, support1.861b.internal
2018-06-11 19:45:16,843 p=11688 u=root |  TASK [openshift_sanitize_inventory : conditional_set_fact] ***********************************************************************
2018-06-11 19:45:17,002 p=11688 u=root |  ok: [master1.861b.internal]
2018-06-11 19:45:17,003 p=11688 u=root |  ok: [master2.861b.internal]
2018-06-11 19:45:17,003 p=11688 u=root |  ok: [master3.861b.internal]
2018-06-11 19:45:17,004 p=11688 u=root |  ok: [infranode1.861b.internal]
2018-06-11 19:45:17,004 p=11688 u=root |  ok: [node1.861b.internal]
2018-06-11 19:45:17,005 p=11688 u=root |  ok: [infranode2.861b.internal]
2018-06-11 19:45:17,011 p=11688 u=root |  ok: [node2.861b.internal]
2018-06-11 19:45:17,018 p=11688 u=root |  ok: [node3.861b.internal]
2018-06-11 19:45:17,025 p=11688 u=root |  ok: [loadbalancer1.861b.internal]
2018-06-11 19:45:17,049 p=11688 u=root |  ok: [support1.861b.internal]
2018-06-11 19:45:17,060 p=11688 u=root |  TASK [openshift_sanitize_inventory : set_fact] ***********************************************************************************
2018-06-11 19:45:17,152 p=11688 u=root |  ok: [master1.861b.internal]
2018-06-11 19:45:17,171 p=11688 u=root |  ok: [master2.861b.internal]
2018-06-11 19:45:17,184 p=11688 u=root |  ok: [master3.861b.internal]
2018-06-11 19:45:17,186 p=11688 u=root |  ok: [infranode1.861b.internal]
2018-06-11 19:45:17,188 p=11688 u=root |  ok: [infranode2.861b.internal]
2018-06-11 19:45:17,197 p=11688 u=root |  ok: [node1.861b.internal]
2018-06-11 19:45:17,198 p=11688 u=root |  ok: [node2.861b.internal]
2018-06-11 19:45:17,200 p=11688 u=root |  ok: [node3.861b.internal]
2018-06-11 19:45:17,209 p=11688 u=root |  ok: [loadbalancer1.861b.internal]
2018-06-11 19:45:17,228 p=11688 u=root |  ok: [support1.861b.internal]
2018-06-11 19:45:17,238 p=11688 u=root |  TASK [openshift_sanitize_inventory : conditional_set_fact] ***********************************************************************
2018-06-11 19:45:17,378 p=11688 u=root |  ok: [master1.861b.internal]
2018-06-11 19:45:17,379 p=11688 u=root |  ok: [master2.861b.internal]
2018-06-11 19:45:17,380 p=11688 u=root |  ok: [master3.861b.internal]
2018-06-11 19:45:17,389 p=11688 u=root |  ok: [infranode1.861b.internal]
2018-06-11 19:45:17,389 p=11688 u=root |  ok: [infranode2.861b.internal]
2018-06-11 19:45:17,391 p=11688 u=root |  ok: [node1.861b.internal]
2018-06-11 19:45:17,409 p=11688 u=root |  ok: [node2.861b.internal]
2018-06-11 19:45:17,416 p=11688 u=root |  ok: [node3.861b.internal]
2018-06-11 19:45:17,419 p=11688 u=root |  ok: [loadbalancer1.861b.internal]
2018-06-11 19:45:17,443 p=11688 u=root |  ok: [support1.861b.internal]
2018-06-11 19:45:17,454 p=11688 u=root |  TASK [openshift_sanitize_inventory : Standardize on latest variable names] *******************************************************
2018-06-11 19:45:17,495 p=11688 u=root |  ok: [master1.861b.internal]
2018-06-11 19:45:17,509 p=11688 u=root |  ok: [master2.861b.internal]
2018-06-11 19:45:17,523 p=11688 u=root |  ok: [master3.861b.internal]
2018-06-11 19:45:17,536 p=11688 u=root |  ok: [infranode1.861b.internal]
2018-06-11 19:45:17,550 p=11688 u=root |  ok: [infranode2.861b.internal]
2018-06-11 19:45:17,564 p=11688 u=root |  ok: [node1.861b.internal]
2018-06-11 19:45:17,578 p=11688 u=root |  ok: [node2.861b.internal]
2018-06-11 19:45:17,582 p=11688 u=root |  ok: [node3.861b.internal]
2018-06-11 19:45:17,595 p=11688 u=root |  ok: [loadbalancer1.861b.internal]
2018-06-11 19:45:17,611 p=11688 u=root |  ok: [support1.861b.internal]
2018-06-11 19:45:17,621 p=11688 u=root |  TASK [openshift_sanitize_inventory : Normalize openshift_release] ****************************************************************
2018-06-11 19:45:17,651 p=11688 u=root |  skipping: [master1.861b.internal]
2018-06-11 19:45:17,664 p=11688 u=root |  skipping: [master2.861b.internal]
2018-06-11 19:45:17,677 p=11688 u=root |  skipping: [master3.861b.internal]
2018-06-11 19:45:17,690 p=11688 u=root |  skipping: [infranode1.861b.internal]
2018-06-11 19:45:17,703 p=11688 u=root |  skipping: [infranode2.861b.internal]
2018-06-11 19:45:17,716 p=11688 u=root |  skipping: [node1.861b.internal]
2018-06-11 19:45:17,730 p=11688 u=root |  skipping: [node2.861b.internal]
2018-06-11 19:45:17,743 p=11688 u=root |  skipping: [node3.861b.internal]
2018-06-11 19:45:17,744 p=11688 u=root |  skipping: [loadbalancer1.861b.internal]
2018-06-11 19:45:17,754 p=11688 u=root |  skipping: [support1.861b.internal]
2018-06-11 19:45:17,764 p=11688 u=root |  TASK [openshift_sanitize_inventory : Abort when openshift_release is invalid] ****************************************************
2018-06-11 19:45:17,795 p=11688 u=root |  skipping: [master1.861b.internal]
2018-06-11 19:45:17,808 p=11688 u=root |  skipping: [master2.861b.internal]
2018-06-11 19:45:17,822 p=11688 u=root |  skipping: [master3.861b.internal]
2018-06-11 19:45:17,835 p=11688 u=root |  skipping: [infranode1.861b.internal]
2018-06-11 19:45:17,848 p=11688 u=root |  skipping: [infranode2.861b.internal]
2018-06-11 19:45:17,861 p=11688 u=root |  skipping: [node1.861b.internal]
2018-06-11 19:45:17,875 p=11688 u=root |  skipping: [node2.861b.internal]
2018-06-11 19:45:17,889 p=11688 u=root |  skipping: [node3.861b.internal]
2018-06-11 19:45:17,889 p=11688 u=root |  skipping: [loadbalancer1.861b.internal]
2018-06-11 19:45:17,899 p=11688 u=root |  skipping: [support1.861b.internal]
2018-06-11 19:45:17,909 p=11688 u=root |  TASK [openshift_sanitize_inventory : include_tasks] ******************************************************************************
2018-06-11 19:45:17,939 p=11688 u=root |  skipping: [master1.861b.internal]
2018-06-11 19:45:17,952 p=11688 u=root |  skipping: [master2.861b.internal]
2018-06-11 19:45:17,966 p=11688 u=root |  skipping: [master3.861b.internal]
2018-06-11 19:45:17,978 p=11688 u=root |  skipping: [infranode1.861b.internal]
2018-06-11 19:45:17,991 p=11688 u=root |  skipping: [infranode2.861b.internal]
2018-06-11 19:45:18,004 p=11688 u=root |  skipping: [node1.861b.internal]
2018-06-11 19:45:18,017 p=11688 u=root |  skipping: [node2.861b.internal]
2018-06-11 19:45:18,031 p=11688 u=root |  skipping: [node3.861b.internal]
2018-06-11 19:45:18,032 p=11688 u=root |  skipping: [loadbalancer1.861b.internal]
2018-06-11 19:45:18,043 p=11688 u=root |  skipping: [support1.861b.internal]
2018-06-11 19:45:18,053 p=11688 u=root |  TASK [openshift_sanitize_inventory : Ensure clusterid is set along with the cloudprovider] ***************************************
2018-06-11 19:45:18,082 p=11688 u=root |  skipping: [master1.861b.internal]
2018-06-11 19:45:18,098 p=11688 u=root |  skipping: [master2.861b.internal]
2018-06-11 19:45:18,110 p=11688 u=root |  skipping: [master3.861b.internal]
2018-06-11 19:45:18,123 p=11688 u=root |  skipping: [infranode1.861b.internal]
2018-06-11 19:45:18,138 p=11688 u=root |  skipping: [infranode2.861b.internal]
2018-06-11 19:45:18,152 p=11688 u=root |  skipping: [node1.861b.internal]
2018-06-11 19:45:18,166 p=11688 u=root |  skipping: [node2.861b.internal]
2018-06-11 19:45:18,180 p=11688 u=root |  skipping: [node3.861b.internal]
2018-06-11 19:45:18,181 p=11688 u=root |  skipping: [loadbalancer1.861b.internal]
2018-06-11 19:45:18,195 p=11688 u=root |  skipping: [support1.861b.internal]
2018-06-11 19:45:18,206 p=11688 u=root |  TASK [openshift_sanitize_inventory : Ensure ansible_service_broker_remove and ansible_service_broker_install are mutually exclusive] ***
2018-06-11 19:45:18,237 p=11688 u=root |  skipping: [master1.861b.internal]
2018-06-11 19:45:18,251 p=11688 u=root |  skipping: [master2.861b.internal]
2018-06-11 19:45:18,264 p=11688 u=root |  skipping: [master3.861b.internal]
2018-06-11 19:45:18,277 p=11688 u=root |  skipping: [infranode1.861b.internal]
2018-06-11 19:45:18,291 p=11688 u=root |  skipping: [infranode2.861b.internal]
2018-06-11 19:45:18,305 p=11688 u=root |  skipping: [node1.861b.internal]
2018-06-11 19:45:18,318 p=11688 u=root |  skipping: [node2.861b.internal]
2018-06-11 19:45:18,332 p=11688 u=root |  skipping: [node3.861b.internal]
2018-06-11 19:45:18,333 p=11688 u=root |  skipping: [loadbalancer1.861b.internal]
2018-06-11 19:45:18,344 p=11688 u=root |  skipping: [support1.861b.internal]
2018-06-11 19:45:18,354 p=11688 u=root |  TASK [openshift_sanitize_inventory : Ensure template_service_broker_remove and template_service_broker_install are mutually exclusive] ***
2018-06-11 19:45:18,384 p=11688 u=root |  skipping: [master1.861b.internal]
2018-06-11 19:45:18,398 p=11688 u=root |  skipping: [master2.861b.internal]
2018-06-11 19:45:18,410 p=11688 u=root |  skipping: [master3.861b.internal]
2018-06-11 19:45:18,425 p=11688 u=root |  skipping: [infranode1.861b.internal]
2018-06-11 19:45:18,439 p=11688 u=root |  skipping: [infranode2.861b.internal]
2018-06-11 19:45:18,454 p=11688 u=root |  skipping: [node1.861b.internal]
2018-06-11 19:45:18,467 p=11688 u=root |  skipping: [node2.861b.internal]
2018-06-11 19:45:18,480 p=11688 u=root |  skipping: [node3.861b.internal]
2018-06-11 19:45:18,481 p=11688 u=root |  skipping: [loadbalancer1.861b.internal]
2018-06-11 19:45:18,492 p=11688 u=root |  skipping: [support1.861b.internal]
2018-06-11 19:45:18,502 p=11688 u=root |  TASK [openshift_sanitize_inventory : Ensure that all requires vsphere configuration variables are set] ***************************
2018-06-11 19:45:18,533 p=11688 u=root |  skipping: [master1.861b.internal]
2018-06-11 19:45:18,546 p=11688 u=root |  skipping: [master2.861b.internal]
2018-06-11 19:45:18,560 p=11688 u=root |  skipping: [master3.861b.internal]
2018-06-11 19:45:18,572 p=11688 u=root |  skipping: [infranode1.861b.internal]
2018-06-11 19:45:18,585 p=11688 u=root |  skipping: [infranode2.861b.internal]
2018-06-11 19:45:18,600 p=11688 u=root |  skipping: [node1.861b.internal]
2018-06-11 19:45:18,614 p=11688 u=root |  skipping: [node2.861b.internal]
2018-06-11 19:45:18,628 p=11688 u=root |  skipping: [node3.861b.internal]
2018-06-11 19:45:18,629 p=11688 u=root |  skipping: [loadbalancer1.861b.internal]
2018-06-11 19:45:18,640 p=11688 u=root |  skipping: [support1.861b.internal]
2018-06-11 19:45:18,650 p=11688 u=root |  TASK [openshift_sanitize_inventory : Ensure removed web console extension variables are not set] *********************************
2018-06-11 19:45:18,680 p=11688 u=root |  skipping: [master1.861b.internal]
2018-06-11 19:45:18,694 p=11688 u=root |  skipping: [master2.861b.internal]
2018-06-11 19:45:18,707 p=11688 u=root |  skipping: [master3.861b.internal]
2018-06-11 19:45:18,720 p=11688 u=root |  skipping: [infranode1.861b.internal]
2018-06-11 19:45:18,733 p=11688 u=root |  skipping: [infranode2.861b.internal]
2018-06-11 19:45:18,748 p=11688 u=root |  skipping: [node1.861b.internal]
2018-06-11 19:45:18,762 p=11688 u=root |  skipping: [node2.861b.internal]
2018-06-11 19:45:18,776 p=11688 u=root |  skipping: [node3.861b.internal]
2018-06-11 19:45:18,777 p=11688 u=root |  skipping: [loadbalancer1.861b.internal]
2018-06-11 19:45:18,791 p=11688 u=root |  skipping: [support1.861b.internal]
2018-06-11 19:45:18,801 p=11688 u=root |  TASK [openshift_sanitize_inventory : Ensure that web console port matches API server port] ***************************************
2018-06-11 19:45:18,834 p=11688 u=root |  skipping: [master1.861b.internal]
2018-06-11 19:45:18,847 p=11688 u=root |  skipping: [master2.861b.internal]
2018-06-11 19:45:18,860 p=11688 u=root |  skipping: [master3.861b.internal]
2018-06-11 19:45:18,879 p=11688 u=root |  skipping: [infranode1.861b.internal]
2018-06-11 19:45:18,891 p=11688 u=root |  skipping: [infranode2.861b.internal]
2018-06-11 19:45:18,907 p=11688 u=root |  skipping: [node1.861b.internal]
2018-06-11 19:45:18,920 p=11688 u=root |  skipping: [node2.861b.internal]
2018-06-11 19:45:18,934 p=11688 u=root |  skipping: [node3.861b.internal]
2018-06-11 19:45:18,935 p=11688 u=root |  skipping: [loadbalancer1.861b.internal]
2018-06-11 19:45:18,946 p=11688 u=root |  skipping: [support1.861b.internal]
2018-06-11 19:45:18,956 p=11688 u=root |  TASK [Detecting Operating System from ostree_booted] *****************************************************************************
2018-06-11 19:45:19,557 p=11688 u=root |  ok: [master1.861b.internal]
2018-06-11 19:45:19,563 p=11688 u=root |  ok: [master2.861b.internal]
2018-06-11 19:45:19,574 p=11688 u=root |  ok: [node2.861b.internal]
2018-06-11 19:45:19,585 p=11688 u=root |  ok: [support1.861b.internal]
2018-06-11 19:45:19,588 p=11688 u=root |  ok: [node1.861b.internal]
2018-06-11 19:45:19,589 p=11688 u=root |  ok: [node3.861b.internal]
2018-06-11 19:45:19,590 p=11688 u=root |  ok: [infranode1.861b.internal]
2018-06-11 19:45:19,602 p=11688 u=root |  ok: [infranode2.861b.internal]
2018-06-11 19:45:19,616 p=11688 u=root |  ok: [loadbalancer1.861b.internal]
2018-06-11 19:45:19,645 p=11688 u=root |  ok: [master3.861b.internal]
2018-06-11 19:45:19,654 p=11688 u=root |  TASK [set openshift_deployment_type if unset] ************************************************************************************
2018-06-11 19:45:19,721 p=11688 u=root |  ok: [master1.861b.internal]
2018-06-11 19:45:19,735 p=11688 u=root |  ok: [master2.861b.internal]
2018-06-11 19:45:19,751 p=11688 u=root |  ok: [master3.861b.internal]
2018-06-11 19:45:19,765 p=11688 u=root |  ok: [infranode1.861b.internal]
2018-06-11 19:45:19,777 p=11688 u=root |  ok: [infranode2.861b.internal]
2018-06-11 19:45:19,779 p=11688 u=root |  ok: [node1.861b.internal]
2018-06-11 19:45:19,792 p=11688 u=root |  ok: [node2.861b.internal]
2018-06-11 19:45:19,793 p=11688 u=root |  ok: [node3.861b.internal]
2018-06-11 19:45:19,815 p=11688 u=root |  ok: [loadbalancer1.861b.internal]
2018-06-11 19:45:19,817 p=11688 u=root |  ok: [support1.861b.internal]
2018-06-11 19:45:19,826 p=11688 u=root |  TASK [initialize_facts set fact openshift_is_atomic and openshift_is_containerized] **********************************************
2018-06-11 19:45:19,880 p=11688 u=root |  ok: [master1.861b.internal]
2018-06-11 19:45:19,949 p=11688 u=root |  ok: [master2.861b.internal]
2018-06-11 19:45:19,950 p=11688 u=root |  ok: [master3.861b.internal]
